description;population;start_date;end_date;location;zones;annee_scolaire
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Nancy-Metz;Zone B;2020-2021
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Nice;Zone B;2020-2021
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Rennes;Zone B;2020-2021
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Créteil;Zone C;2020-2021
Vacances de Noël;-;2020-12-19T00:00:00+01:00;2021-01-04T00:00:00+01:00;Montpellier;Zone C;2020-2021
Vacances d'Été;Élèves;2020-12-19T00:00:00+01:00;2021-02-12T00:00:00+01:00;Nouvelle Calédonie;Nouvelle Calédonie;2020
Vacances d'Été;Enseignants;2020-12-19T00:00:00+01:00;2021-02-15T00:00:00+01:00;Nouvelle Calédonie;Nouvelle Calédonie;2020
Vacances d'Hiver;-;2021-02-06T00:00:00+01:00;2021-02-22T00:00:00+01:00;Besançon;Zone A;2020-2021
Vacances d'Hiver;-;2021-02-06T00:00:00+01:00;2021-02-22T00:00:00+01:00;Bordeaux;Zone A;2020-2021
Vacances d'Hiver;-;2021-02-06T00:00:00+01:00;2021-02-22T00:00:00+01:00;Dijon;Zone A;2020-2021
Vacances d'Hiver;-;2021-02-06T00:00:00+01:00;2021-02-22T00:00:00+01:00;Grenoble;Zone A;2020-2021
Vacances d'Hiver;-;2021-02-06T00:00:00+01:00;2021-02-22T00:00:00+01:00;Lyon;Zone A;2020-2021
Vacances d'Hiver;-;2021-02-13T00:00:00+01:00;2021-03-01T00:00:00+01:00;Créteil;Zone C;2020-2021
Vacances d'Hiver;-;2021-02-13T00:00:00+01:00;2021-03-01T00:00:00+01:00;Versailles;Zone C;2020-2021
Vacances d'Hiver;-;2021-02-20T00:00:00+01:00;2021-03-08T00:00:00+01:00;Lille;Zone B;2020-2021
Vacances d'Hiver;-;2021-02-20T00:00:00+01:00;2021-03-08T00:00:00+01:00;Nantes;Zone B;2020-2021
Vacances de Printemps;-;2021-04-10T00:00:00+02:00;2021-04-26T00:00:00+02:00;Bordeaux;Zone A;2020-2021
Vacances de Printemps;-;2021-04-10T00:00:00+02:00;2021-04-26T00:00:00+02:00;Dijon;Zone A;2020-2021
Vacances de Printemps;-;2021-04-10T00:00:00+02:00;2021-04-26T00:00:00+02:00;Aix-Marseille;Zone B;2020-2021
Vacances de Printemps;-;2021-04-10T00:00:00+02:00;2021-04-26T00:00:00+02:00;Nice;Zone B;2020-2021
Vacances de Printemps;-;2021-04-10T00:00:00+02:00;2021-04-26T00:00:00+02:00;Strasbourg;Zone B;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Dijon;Zone A;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Poitiers;Zone A;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Normandie;Zone B;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Orléans-Tours;Zone B;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Strasbourg;Zone B;2020-2021
Pont de l'Ascension;-;2021-05-13T00:00:00+02:00;2021-05-17T00:00:00+02:00;Corse;Corse;2020-2021
Grandes Vacances;Élèves des lycées;2021-06-26T00:00:00+02:00;2021-08-10T00:00:00+02:00;Polynésie;Polynésie;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Limoges;Zone A;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Nantes;Zone B;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Strasbourg;Zone B;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Montpellier;Zone C;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Paris;Zone C;2020-2021
Vacances d'Été;Enseignants;2021-07-06T00:00:00+02:00;2021-09-01T00:00:00+02:00;Toulouse;Zone C;2020-2021
Vacances d'Été;Élèves;2021-07-06T00:00:00+02:00;2021-09-02T00:00:00+02:00;Bordeaux;Zone A;2020-2021
Vacances d'Été;Élèves;2021-07-06T00:00:00+02:00;2021-09-02T00:00:00+02:00;Dijon;Zone A;2020-2021
Vacances d'Été;Élèves;2021-07-06T00:00:00+02:00;2021-09-02T00:00:00+02:00;Lille;Zone B;2020-2021
Vacances d'Été;Élèves;2021-07-06T00:00:00+02:00;2021-09-02T00:00:00+02:00;Nice;Zone B;2020-2021
Vacances d'Été;Élèves;2021-07-06T00:00:00+02:00;2021-09-02T00:00:00+02:00;Rennes;Zone B;2020-2021
Vacances d'Été;Élèves;2021-07-06T00:00:00+02:00;2021-09-02T00:00:00+02:00;Créteil;Zone C;2020-2021
Vacances d'Hiver austral;Enseignants;2021-07-07T00:00:00+02:00;2021-08-13T00:00:00+02:00;Réunion;Réunion;2020-2021
Vacances d'Hiver austral;Élèves;2021-07-07T00:00:00+02:00;2021-08-16T00:00:00+02:00;Réunion;Réunion;2020-2021
Vacances d'Été;Élèves;2021-12-11T00:00:00+01:00;2022-02-14T00:00:00+01:00;Nouvelle Calédonie;Nouvelle Calédonie;2021
Vacances d'Hiver;-;2022-02-12T00:00:00+01:00;2022-02-28T00:00:00+01:00;Limoges;Zone A;2021-2022
Vacances de Printemps;-;2022-04-16T00:00:00+02:00;2022-05-02T00:00:00+02:00;Besançon;Zone A;2021-2022
Vacances de Printemps;-;2022-04-16T00:00:00+02:00;2022-05-02T00:00:00+02:00;Bordeaux;Zone A;2021-2022
Vacances de Printemps;-;2022-04-16T00:00:00+02:00;2022-05-02T00:00:00+02:00;Clermont-Ferrand;Zone A;2021-2022
Vacances de Printemps;-;2022-04-16T00:00:00+02:00;2022-05-02T00:00:00+02:00;Poitiers;Zone A;2021-2022
Vacances de Mai;Premier degré et collèges;2023-05-20T00:00:00+02:00;2023-05-30T00:00:00+02:00;Polynésie;Polynésie;2022-2023
Début des Grandes Vacances;Lycées;2023-06-24T00:00:00+02:00;2023-06-24T00:00:00+02:00;Polynésie;Polynésie;2022-2023
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Dijon;Zone A;2021-2022
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Montpellier;Zone C;2021-2022
Vacances de la Toussaint;-;2021-10-23T00:00:00+02:00;2021-11-08T00:00:00+01:00;Versailles;Zone C;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Dijon;Zone A;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Limoges;Zone A;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Amiens;Zone B;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Nice;Zone B;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Montpellier;Zone C;2021-2022
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Toulouse;Zone C;2021-2022
Vacances d'Hiver;-;2022-02-05T00:00:00+01:00;2022-02-21T00:00:00+01:00;Aix-Marseille;Zone B;2021-2022
Vacances d'Hiver;-;2022-02-05T00:00:00+01:00;2022-02-21T00:00:00+01:00;Nancy-Metz;Zone B;2021-2022
Vacances d'Hiver;-;2022-02-05T00:00:00+01:00;2022-02-21T00:00:00+01:00;Rennes;Zone B;2021-2022
Vacances de Printemps;-;2022-04-09T00:00:00+02:00;2022-04-25T00:00:00+02:00;Aix-Marseille;Zone B;2021-2022
Vacances de Printemps;-;2022-04-09T00:00:00+02:00;2022-04-25T00:00:00+02:00;Nantes;Zone B;2021-2022
Vacances de Printemps;-;2022-04-09T00:00:00+02:00;2022-04-25T00:00:00+02:00;Reims;Zone B;2021-2022
Vacances d'Hiver;-;2022-02-19T00:00:00+01:00;2022-03-07T00:00:00+01:00;Créteil;Zone C;2021-2022
Vacances de Printemps;-;2022-04-23T00:00:00+02:00;2022-05-09T00:00:00+02:00;Créteil;Zone C;2021-2022
Vacances après 4ème période;-;2022-05-14T00:00:00+02:00;2022-05-30T00:00:00+02:00;Réunion;Réunion;2021-2022
Vacances d'Hiver austral;Élèves;2022-07-09T00:00:00+02:00;2022-08-16T00:00:00+02:00;Réunion;Réunion;2021-2022
Vacances de Printemps;-;2022-04-23T00:00:00+02:00;2022-05-09T00:00:00+02:00;Corse;Corse;2021-2022
Vacances de la Toussaint;-;2020-10-24T00:00:00+02:00;2020-11-09T00:00:00+01:00;Martinique;Martinique;2020-2021
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Martinique;Martinique;2021-2022
Vacances d'Été;Élèves;2021-07-03T00:00:00+02:00;2021-09-02T00:00:00+02:00;Guyane;Guyane;2020-2021
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Guyane;Guyane;2021-2022
Vacances d'Hiver;-;2021-02-19T00:00:00+01:00;2021-03-08T00:00:00+01:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2020-2021
Vacances de Printemps;-;2021-04-23T00:00:00+02:00;2021-05-10T00:00:00+02:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2020-2021
Vacances de la Toussaint;-;2021-10-27T00:00:00+02:00;2021-11-08T00:00:00+01:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2021-2022
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-30T00:00:00+02:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2021-2022
Vacances d'Été;Enseignants;2020-07-04T00:00:00+02:00;2020-08-31T00:00:00+02:00;Guadeloupe;Guadeloupe;2019-2020
Vacances de la Toussaint;-;2020-10-17T00:00:00+02:00;2020-11-03T00:00:00+01:00;Guadeloupe;Guadeloupe;2020-2021
Vacances de Noël;-;2021-12-18T00:00:00+01:00;2022-01-03T00:00:00+01:00;Guadeloupe;Guadeloupe;2021-2022
Abolition de l’esclavage;Saint-Martin;2022-05-28T00:00:00+02:00;2022-05-28T00:00:00+02:00;Guadeloupe;Guadeloupe;2021-2022
Vacances 4ème période;-;2021-10-09T00:00:00+02:00;2021-10-24T00:00:00+02:00;Wallis et Futuna;Wallis et Futuna;2021
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Dijon;Zone A;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Grenoble;Zone A;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Poitiers;Zone A;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Reims;Zone B;2021-2022
Vacances d'Été;Enseignants;2022-07-07T00:00:00+02:00;2022-08-31T00:00:00+02:00;Strasbourg;Zone B;2021-2022
Vacances d'Été;Élèves;2022-07-07T00:00:00+02:00;2022-09-01T00:00:00+02:00;Besançon;Zone A;2021-2022
Vacances d'Été;Élèves;2022-07-07T00:00:00+02:00;2022-09-01T00:00:00+02:00;Limoges;Zone A;2021-2022
Vacances d'Été;Élèves;2022-07-07T00:00:00+02:00;2022-09-01T00:00:00+02:00;Normandie;Zone B;2021-2022
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Dijon;Zone A;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Nantes;Zone B;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Rennes;Zone B;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Limoges;Zone A;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Aix-Marseille;Zone B;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Reims;Zone B;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Créteil;Zone C;2022-2023
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Toulouse;Zone C;2022-2023
Vacances d'Hiver;-;2023-02-04T00:00:00+01:00;2023-02-20T00:00:00+01:00;Lyon;Zone A;2022-2023
Vacances d'Hiver;-;2023-02-11T00:00:00+01:00;2023-02-27T00:00:00+01:00;Aix-Marseille;Zone B;2022-2023
Vacances d'Hiver;-;2023-02-11T00:00:00+01:00;2023-02-27T00:00:00+01:00;Amiens;Zone B;2022-2023
Vacances d'Hiver;-;2023-02-11T00:00:00+01:00;2023-02-27T00:00:00+01:00;Lille;Zone B;2022-2023
Vacances d'Hiver;-;2023-02-11T00:00:00+01:00;2023-02-27T00:00:00+01:00;Nantes;Zone B;2022-2023
Vacances de Printemps;-;2023-04-15T00:00:00+02:00;2023-05-02T00:00:00+02:00;Nancy-Metz;Zone B;2022-2023
Vacances de Printemps;-;2023-04-15T00:00:00+02:00;2023-05-02T00:00:00+02:00;Nice;Zone B;2022-2023
Vacances de Printemps;-;2023-04-15T00:00:00+02:00;2023-05-02T00:00:00+02:00;Reims;Zone B;2022-2023
Vacances de Printemps;-;2023-04-22T00:00:00+02:00;2023-05-09T00:00:00+02:00;Toulouse;Zone C;2022-2023
Vacances de Printemps;-;2023-04-22T00:00:00+02:00;2023-05-09T00:00:00+02:00;Versailles;Zone C;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Grenoble;Zone A;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Amiens;Zone B;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Nice;Zone B;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Reims;Zone B;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Strasbourg;Zone B;2022-2023
Pont de l'Ascension;-;2023-05-18T00:00:00+02:00;2023-05-22T00:00:00+02:00;Créteil;Zone C;2022-2023
Vacances d'Été;Enseignants;2023-07-08T00:00:00+02:00;2023-09-01T00:00:00+02:00;Besançon;Zone A;2022-2023
Vacances d'Été;Enseignants;2023-07-08T00:00:00+02:00;2023-09-01T00:00:00+02:00;Clermont-Ferrand;Zone A;2022-2023
Vacances d'Été;Enseignants;2023-07-08T00:00:00+02:00;2023-09-01T00:00:00+02:00;Lyon;Zone A;2022-2023
Vacances d'Été;Élèves;2023-07-08T00:00:00+02:00;2023-09-04T00:00:00+02:00;Clermont-Ferrand;Zone A;2022-2023
Vacances d'Été;Élèves;2023-07-08T00:00:00+02:00;2023-09-04T00:00:00+02:00;Aix-Marseille;Zone B;2022-2023
Vacances d'Été;Élèves;2023-07-08T00:00:00+02:00;2023-09-04T00:00:00+02:00;Amiens;Zone B;2022-2023
Vacances d'Été;Élèves;2023-07-08T00:00:00+02:00;2023-09-04T00:00:00+02:00;Normandie;Zone B;2022-2023
Vacances d'Été;Élèves;2023-07-08T00:00:00+02:00;2023-09-04T00:00:00+02:00;Montpellier;Zone C;2022-2023
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-28T00:00:00+02:00;Clermont-Ferrand;Zone A;2021-2022
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-28T00:00:00+02:00;Limoges;Zone A;2021-2022
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-28T00:00:00+02:00;Amiens;Zone B;2021-2022
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-28T00:00:00+02:00;Lille;Zone B;2021-2022
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-28T00:00:00+02:00;Normandie;Zone B;2021-2022
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-28T00:00:00+02:00;Orléans-Tours;Zone B;2021-2022
Pont de l'Ascension;-;2022-05-26T00:00:00+02:00;2022-05-28T00:00:00+02:00;Strasbourg;Zone B;2021-2022
Vacances après 3ème période;-;2023-03-11T00:00:00+01:00;2023-03-27T00:00:00+02:00;Réunion;Réunion;2022-2023
Vacances d'Hiver austral;-;2023-07-08T00:00:00+02:00;2023-08-16T00:00:00+02:00;Réunion;Réunion;2022-2023
Abolition de l’esclavage;Saint-Barthélémy;2022-10-09T00:00:00+02:00;2022-10-09T00:00:00+02:00;Guadeloupe;Guadeloupe;2022-2023
Vacances de la Toussaint;-;2022-10-22T00:00:00+02:00;2022-11-07T00:00:00+01:00;Guadeloupe;Guadeloupe;2022-2023
Vacances de Carnaval;-;2023-02-11T00:00:00+01:00;2023-02-27T00:00:00+01:00;Guadeloupe;Guadeloupe;2022-2023
Ascension;-;2023-05-18T00:00:00+02:00;2023-05-18T00:00:00+02:00;Guadeloupe;Guadeloupe;2022-2023
Vacances d'Été;Élèves;2022-07-07T00:00:00+02:00;2022-09-01T00:00:00+02:00;Guadeloupe;Guadeloupe;2021-2022
Vacances de Noël;-;2022-12-17T00:00:00+01:00;2023-01-03T00:00:00+01:00;Martinique;Martinique;2022-2023
Vacances de Printemps;-;2023-04-05T00:00:00+02:00;2023-04-20T00:00:00+02:00;Guyane;Guyane;2022-2023
Début des Vacances d'Été;-;2023-07-08T00:00:00+02:00;2023-07-08T00:00:00+02:00;Guyane;Guyane;2022-2023
Vacances de Printemps;-;2023-04-21T00:00:00+02:00;2023-05-09T00:00:00+02:00;Saint Pierre et Miquelon;Saint Pierre et Miquelon;2022-2023
Vacances d'Hiver;-;2023-02-18T00:00:00+01:00;2023-03-06T00:00:00+01:00;Corse;Corse;2022-2023
Vacances de Printemps;-;2023-04-15T00:00:00+02:00;2023-05-02T00:00:00+02:00;Corse;Corse;2022-2023
Vacances de la Toussaint;-;2023-10-21T00:00:00+02:00;2023-11-06T00:00:00+01:00;Bordeaux;Zone A;2023-2024
Vacances de la Toussaint;-;2023-10-21T00:00:00+02:00;2023-11-06T00:00:00+01:00;Limoges;Zone A;2023-2024
Vacances de la Toussaint;-;2023-10-21T00:00:00+02:00;2023-11-06T00:00:00+01:00;Poitiers;Zone A;2023-2024
Vacances de la Toussaint;-;2023-10-21T00:00:00+02:00;2023-11-06T00:00:00+01:00;Lille;Zone B;2023-2024
Vacances de la Toussaint;-;2023-10-21T00:00:00+02:00;2023-11-06T00:00:00+01:00;Normandie;Zone B;2023-2024
Vacances de la Toussaint;-;2023-10-21T00:00:00+02:00;2023-11-06T00:00:00+01:00;Reims;Zone B;2023-2024
Vacances de la Toussaint;-;2023-10-21T00:00:00+02:00;2023-11-06T00:00:00+01:00;Créteil;Zone C;2023-2024
Vacances de Noël;-;2023-12-23T00:00:00+01:00;2024-01-08T00:00:00+01:00;Amiens;Zone B;2023-2024
Vacances de Noël;-;2023-12-23T00:00:00+01:00;2024-01-08T00:00:00+01:00;Nantes;Zone B;2023-2024
Vacances de Noël;-;2023-12-23T00:00:00+01:00;2024-01-08T00:00:00+01:00;Normandie;Zone B;2023-2024
Vacances de Noël;-;2023-12-23T00:00:00+01:00;2024-01-08T00:00:00+01:00;Rennes;Zone B;2023-2024
Vacances d'Hiver;-;2024-02-17T00:00:00+01:00;2024-03-04T00:00:00+01:00;Poitiers;Zone A;2023-2024
Vacances d'Hiver;-;2024-02-24T00:00:00+01:00;2024-03-11T00:00:00+01:00;Amiens;Zone B;2023-2024
Vacances d'Hiver;-;2024-02-24T00:00:00+01:00;2024-03-11T00:00:00+01:00;Lille;Zone B;2023-2024
Vacances d'Hiver;-;2024-02-10T00:00:00+01:00;2024-02-26T00:00:00+01:00;Toulouse;Zone C;2023-2024
Vacances d'Hiver;-;2024-02-10T00:00:00+01:00;2024-02-26T00:00:00+01:00;Versailles;Zone C;2023-2024
Vacances de Printemps;-;2024-04-13T00:00:00+02:00;2024-04-29T00:00:00+02:00;Dijon;Zone A;2023-2024
Vacances de Printemps;-;2024-04-13T00:00:00+02:00;2024-04-29T00:00:00+02:00;Limoges;Zone A;2023-2024
Vacances de Printemps;-;2024-04-13T00:00:00+02:00;2024-04-29T00:00:00+02:00;Lyon;Zone A;2023-2024
Vacances de Printemps;-;2024-04-20T00:00:00+02:00;2024-05-06T00:00:00+02:00;Amiens;Zone B;2023-2024
Vacances de Printemps;-;2024-04-06T00:00:00+02:00;2024-04-22T00:00:00+02:00;Créteil;Zone C;2023-2024
Vacances de Printemps;-;2024-04-06T00:00:00+02:00;2024-04-22T00:00:00+02:00;Toulouse;Zone C;2023-2024
Pont de l'Ascension;-;2024-05-10T00:00:00+02:00;2024-05-11T00:00:00+02:00;Besançon;Zone A;2023-2024
Pont de l'Ascension;-;2024-05-10T00:00:00+02:00;2024-05-11T00:00:00+02:00;Dijon;Zone A;2023-2024
Pont de l'Ascension;-;2024-05-10T00:00:00+02:00;2024-05-11T00:00:00+02:00;Grenoble;Zone A;2023-2024
Pont de l'Ascension;-;2024-05-10T00:00:00+02:00;2024-05-11T00:00:00+02:00;Amiens;Zone B;2023-2024
Vacances d'Été;Enseignants;2024-07-06T00:00:00+02:00;2024-08-30T00:00:00+02:00;Bordeaux;Zone A;2023-2024
Vacances d'Été;Enseignants;2024-07-06T00:00:00+02:00;2024-08-30T00:00:00+02:00;Clermont-Ferrand;Zone A;2023-2024
Vacances d'Été;Enseignants;2024-07-06T00:00:00+02:00;2024-08-30T00:00:00+02:00;Dijon;Zone A;2023-2024
Vacances d'Été;Enseignants;2024-07-06T00:00:00+02:00;2024-08-30T00:00:00+02:00;Grenoble;Zone A;2023-2024
Vacances d'Été;Enseignants;2024-07-06T00:00:00+02:00;2024-08-30T00:00:00+02:00;Poitiers;Zone A;2023-2024
Vacances d'Été;Enseignants;2024-07-06T00:00:00+02:00;2024-08-30T00:00:00+02:00;Strasbourg;Zone B;2023-2024
Vacances d'Été;Élèves;2024-07-06T00:00:00+02:00;2024-09-02T00:00:00+02:00;Clermont-Ferrand;Zone A;2023-2024
Vacances d'Été;Élèves;2024-07-06T00:00:00+02:00;2024-09-02T00:00:00+02:00;Dijon;Zone A;2023-2024
Vacances d'Été;Élèves;2024-07-06T00:00:00+02:00;2024-09-02T00:00:00+02:00;Lyon;Zone A;2023-2024
Vacances de la Toussaint;-;2024-10-19T00:00:00+02:00;2024-11-04T00:00:00+01:00;Normandie;Zone B;2024-2025
Vacances de la Toussaint;-;2024-10-19T00:00:00+02:00;2024-11-04T00:00:00+01:00;Montpellier;Zone C;2024-2025
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Nancy-Metz;Zone B;2024-2025
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Reims;Zone B;2024-2025
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Créteil;Zone C;2024-2025
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Montpellier;Zone C;2024-2025
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Paris;Zone C;2024-2025
Vacances de Noël;-;2024-12-21T00:00:00+01:00;2025-01-06T00:00:00+01:00;Toulouse;Zone C;2024-2025
Vacances d'Hiver;-;2025-02-22T00:00:00+01:00;2025-03-10T00:00:00+01:00;Grenoble;Zone A;2024-2025
Vacances d'Hiver;-;2025-02-22T00:00:00+01:00;2025-03-10T00:00:00+01:00;Poitiers;Zone A;2024-2025
Vacances d'Hiver;-;2025-02-08T00:00:00+01:00;2025-02-24T00:00:00+01:00;Nantes;Zone B;2024-2025
Vacances d'Hiver;-;2025-02-15T00:00:00+01:00;2025-03-03T00:00:00+01:00;Toulouse;Zone C;2024-2025
Vacances de Printemps;-;2025-04-19T00:00:00+02:00;2025-05-05T00:00:00+02:00;Bordeaux;Zone A;2024-2025
Vacances de Printemps;-;2025-04-19T00:00:00+02:00;2025-05-05T00:00:00+02:00;Poitiers;Zone A;2024-2025
Vacances de Printemps;-;2025-04-05T00:00:00+02:00;2025-04-22T00:00:00+02:00;Normandie;Zone B;2024-2025
Vacances de Printemps;-;2025-04-05T00:00:00+02:00;2025-04-22T00:00:00+02:00;Reims;Zone B;2024-2025
Vacances de Printemps;-;2025-04-05T00:00:00+02:00;2025-04-22T00:00:00+02:00;Rennes;Zone B;2024-2025
Vacances de Printemps;-;2025-04-05T00:00:00+02:00;2025-04-22T00:00:00+02:00;Strasbourg;Zone B;2024-2025
Vacances de Printemps;-;2025-04-12T00:00:00+02:00;2025-04-28T00:00:00+02:00;Paris;Zone C;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Clermont-Ferrand;Zone A;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Grenoble;Zone A;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Limoges;Zone A;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Nancy-Metz;Zone B;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Rennes;Zone B;2024-2025
Pont de l'Ascension;-;2025-05-30T00:00:00+02:00;2025-05-31T00:00:00+02:00;Toulouse;Zone C;2024-2025
Vacances d'Été;Enseignants;2025-07-05T00:00:00+02:00;2025-08-29T00:00:00+02:00;Orléans-Tours;Zone B;2024-2025
Vacances d'Été;Enseignants;2025-07-05T00:00:00+02:00;2025-08-29T00:00:00+02:00;Rennes;Zone B;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Nancy-Metz;Zone B;2024-2025
Vacances d'Été;Élèves;2025-07-05T00:00:00+02:00;2025-09-01T00:00:00+02:00;Créteil;Zone C;2024-2025
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Dijon;Zone A;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Grenoble;Zone A;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Aix-Marseille;Zone B;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Lille;Zone B;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Orléans-Tours;Zone B;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Strasbourg;Zone B;2025-2026
Vacances de la Toussaint;-;2025-10-18T00:00:00+02:00;2025-11-03T00:00:00+01:00;Créteil;Zone C;2025-2026
